vélo;utilisateur;depart;heure départ;arrivée;heure arrivée
1044;1000000;122;2010-01-01T16:11:40;0;2010-01-01T16:25:38
48;0;13;2010-01-01T16:18:21;16;2010-01-01T17:05:03
256;1000000;34;2010-01-01T16:31:01;152;2010-01-01T16:32:42
946;1000000;50;2010-01-01T16:37:31;11;2010-01-01T16:44:09
1991;1000000;90;2010-01-01T16:53:57;82;2010-01-01T16:59:25
1728;1000000;141;2010-01-01T17:29:12;65;2010-01-01T17:40:30
1275;0;160;2010-01-01T17:31:22;54;2010-01-01T17:50:29
106;1000000;54;2010-01-01T17:59:09;90;2010-01-01T18:02:23
1192;0;147;2010-01-01T18:11:52;81;2010-01-01T18:23:48
723;1000000;120;2010-01-01T18:16:51;60;2010-01-01T18:29:57
1921;1000000;110;2010-01-01T18:31:48;22;2010-01-01T18:46:47
673;0;147;2010-01-01T18:36:21;7;2010-01-01T19:30:25
1347;1000000;178;2010-01-01T18:52:14;1;2010-01-01T19:10:47
732;1000000;85;2010-01-01T19:19:07;147;2010-01-01T19:43:14
1759;0;136;2010-01-01T19:35:37;16;2010-01-01T20:33:32
1592;1000000;61;2010-01-01T19:48:10;48;2010-01-01T19:52:56
1105;1000000;27;2010-01-01T20:00:56;8;2010-01-01T20:13:57
652;1000000;149;2010-01-01T20:23:37;94;2010-01-01T20:26:13
189;1000000;89;2010-01-01T20:35:35;112;2010-01-01T20:44:27
1776;1000000;93;2010-01-01T21:20:20;82;2010-01-01T21:25:27
361;0;93;2010-01-01T21:32:26;172;2010-01-01T21:35:18
900;0;176;2010-01-01T21:43:58;27;2010-01-01T22:11:59
1351;1000000;173;2010-01-01T21:47:51;24;2010-01-01T21:58:01
1832;1000000;42;2010-01-01T22:05:43;147;2010-01-01T22:16:59
34;1000000;69;2010-01-01T22:24:09;6;2010-01-01T22:39:09
1149;0;95;2010-01-01T22:28:39;85;2010-01-01T22:34:53
118;1000000;103;2010-01-01T22:47:20;92;2010-01-01T22:50:08
375;1000000;118;2010-01-01T22:58:16;80;2010-01-01T23:01:52
1626;1000000;174;2010-01-01T23:19:12;105;2010-01-01T23:22:58
216;1000000;79;2010-01-01T23:40:22;20;2010-01-01T23:48:35
1846;1000000;176;2010-01-01T23:57:44;157;2010-01-02T00:17:24
897;0;65;2010-01-01T23:59:27;164;2010-01-02T00:36:57
1066;1000000;113;2010-01-02T00:25:48;103;2010-01-02T00:33:04
1316;0;149;2010-01-02T00:48:16;64;2010-01-02T01:04:00
1987;1000000;77;2010-01-02T00:54:37;74;2010-01-02T01:08:11
364;0;114;2010-01-02T01:17:27;146;2010-01-02T01:22:22
1185;1000000;137;2010-01-02T01:28:43;107;2010-01-02T01:58:51
1460;0;19;2010-01-02T01:35:22;127;2010-01-02T03:14:44
1137;1000000;7;2010-01-02T02:07:19;92;2010-01-02T02:10:11
1837;1000000;20;2010-01-02T02:14:49;106;2010-01-02T02:29:29
1442;1000000;121;2010-01-02T02:38:45;23;2010-01-02T03:10:34
1948;1;97;2010-01-02T02:46:13;108;2010-01-02T03:40:41
292;0;86;2010-01-02T03:23:38;116;2010-01-02T03:31:34
539;1000000;109;2010-01-02T03:28:59;111;2010-01-02T04:49:26
1035;1;151;2010-01-02T03:48:12;69;2010-01-02T05:40:52
1642;0;81;2010-01-02T03:56:17;3;2010-01-02T05:43:17
576;1000000;47;2010-01-02T04:51:52;97;2010-01-02T06:00:25
1902;1000001;125;2010-01-02T05:01:57;124;2010-01-02T05:10:10
1825;1000001;19;2010-01-02T05:12:14;148;2010-01-02T05:38:25
646;1000001;14;2010-01-02T05:48:38;6;2010-01-02T06:27:40
1676;1;19;2010-01-02T05:53:09;132;2010-01-02T06:23:42
1349;1000000;17;2010-01-02T06:06:29;157;2010-01-02T06:44:11
1508;0;129;2010-01-02T06:16:29;111;2010-01-02T06:34:32
1862;0;158;2010-01-02T06:53:20;35;2010-01-02T06:56:42
1978;1000001;84;2010-01-02T07:02:44;148;2010-01-02T07:07:03
274;1000001;44;2010-01-02T07:11:50;35;2010-01-02T07:21:12
1330;1000001;126;2010-01-02T07:29:11;166;2010-01-02T07:35:32
1289;0;119;2010-01-02T07:42:53;161;2010-01-02T07:52:15
11;0;158;2010-01-02T08:16:58;135;2010-01-02T08:30:02
1740;1000001;154;2010-01-02T08:20:44;113;2010-01-02T08:33:09
1573;1;136;2010-01-02T08:23:12;53;2010-01-02T08:27:31
1235;0;146;2010-01-02T08:39:58;49;2010-01-02T09:45:58
1928;1;131;2010-01-02T08:48:53;12;2010-01-02T09:23:34
966;1000000;59;2010-01-02T08:51:49;40;2010-01-02T09:18:24
1103;1000001;8;2010-01-02T09:01:22;53;2010-01-02T10:14:54
1115;1;72;2010-01-02T09:27:33;96;2010-01-02T09:49:25
1453;1000000;38;2010-01-02T09:29:46;8;2010-01-02T09:41:36
634;0;78;2010-01-02T09:55:35;6;2010-01-02T10:09:43
1437;1;164;2010-01-02T09:57:36;71;2010-01-02T10:02:55
450;1;57;2010-01-02T10:05:17;64;2010-01-02T10:13:02
14;1000001;113;2010-01-02T10:26:14;73;2010-01-02T10:44:28
129;0;59;2010-01-02T10:31:11;120;2010-01-02T10:38:17
1687;1000001;2;2010-01-02T10:56:48;0;2010-01-02T11:42:01
204;1;130;2010-01-02T11:05:45;22;2010-01-02T13:00:38
1565;0;151;2010-01-02T11:13:40;66;2010-01-02T12:08:19
233;1000001;106;2010-01-02T11:50:42;0;2010-01-02T12:05:24
1593;1000001;86;2010-01-02T12:18:05;81;2010-01-02T12:47:14
1101;2;29;2010-01-02T12:25:09;162;2010-01-02T12:33:16
1597;0;141;2010-01-02T12:30:47;173;2010-01-02T12:52:16
1180;2;54;2010-01-02T12:43:05;112;2010-01-02T13:16:32
779;1;176;2010-01-02T13:07:42;21;2010-01-02T13:19:14
8;0;157;2010-01-02T13:13:09;177;2010-01-02T13:24:04
524;0;117;2010-01-02T13:31:05;19;2010-01-02T13:34:54
1789;2;158;2010-01-02T13:46:04;160;2010-01-02T14:13:55
75;1;113;2010-01-02T13:53:14;40;2010-01-02T13:56:15
813;1000001;64;2010-01-02T13:59:02;67;2010-01-02T14:08:35
957;2;100;2010-01-02T14:20:40;36;2010-01-02T14:37:55
175;1000001;59;2010-01-02T14:24:19;45;2010-01-02T16:34:40
350;0;62;2010-01-02T14:27:01;123;2010-01-02T14:35:01
1311;0;63;2010-01-02T14:47:38;165;2010-01-02T15:02:32
714;1;9;2010-01-02T14:50:33;154;2010-01-02T14:58:58
1666;0;26;2010-01-02T15:12:17;62;2010-01-02T15:16:22
182;0;5;2010-01-02T15:24:35;165;2010-01-02T16:47:11
311;1;54;2010-01-02T15:33:27;45;2010-01-02T15:55:15
647;2;61;2010-01-02T15:43:05;139;2010-01-02T16:37:22
1879;1;58;2010-01-02T16:02:55;58;2010-01-02T16:27:31
251;0;145;2010-01-02T16:51:56;171;2010-01-02T17:01:01
1271;1;130;2010-01-02T17:06:07;140;2010-01-02T17:26:49
94;2;27;2010-01-02T17:13:59;72;2010-01-02T17:20:31
353;1;59;2010-01-02T17:30:57;59;2010-01-02T17:44:59
1365;0;43;2010-01-02T17:36:35;124;2010-01-02T17:41:20
1756;1000001;91;2010-01-02T17:53:56;42;2010-01-02T18:16:06
1536;1;41;2010-01-02T18:00:51;66;2010-01-02T18:08:24
1495;1000001;109;2010-01-02T18:28:39;55;2010-01-02T18:36:15
632;0;76;2010-01-02T18:41:23;55;2010-01-02T18:49:54
196;1;119;2010-01-02T18:57:36;128;2010-01-02T19:03:05
1568;1000001;176;2010-01-02T19:07:31;70;2010-01-02T19:22:53
1977;1;34;2010-01-02T19:17:07;147;2010-01-02T19:39:21
544;2;167;2010-01-02T19:20:10;56;2010-01-02T19:47:57
694;1000001;166;2010-01-02T19:28:26;152;2010-01-02T19:30:13
30;0;120;2010-01-02T19:54:55;139;2010-01-02T20:10:25
514;1000001;124;2010-01-02T19:57:56;113;2010-01-02T20:21:34
1837;1;106;2010-01-02T20:03:51;164;2010-01-02T20:17:29
1725;2;137;2010-01-02T20:12:22;143;2010-01-02T20:38:11
926;1;5;2010-01-02T20:30:33;108;2010-01-02T20:54:32
969;0;45;2010-01-02T20:46:55;43;2010-01-02T20:51:14
1932;1;30;2010-01-02T21:03:44;143;2010-01-02T21:11:18
531;0;92;2010-01-02T21:20:39;50;2010-01-02T22:14:19
1587;1000001;20;2010-01-02T21:27:37;152;2010-01-02T22:34:20
1882;2;110;2010-01-02T21:35:18;176;2010-01-02T22:58:31
88;1;144;2010-01-02T21:44:37;85;2010-01-02T22:22:57
948;0;156;2010-01-02T22:25:15;137;2010-01-02T22:53:48
1730;1000001;137;2010-01-02T22:42:56;20;2010-01-02T22:47:09
598;1000001;162;2010-01-02T22:50:42;5;2010-01-02T23:11:40
1148;1;45;2010-01-02T23:01:20;178;2010-01-02T23:06:49
1663;0;81;2010-01-02T23:19:36;22;2010-01-02T23:56:18
1963;2;90;2010-01-02T23:21:34;118;2010-01-02T23:53:38
1246;1;67;2010-01-02T23:27:17;58;2010-01-03T00:05:30
681;1000001;101;2010-01-02T23:29:38;157;2010-01-02T23:36:14
1340;1000001;41;2010-01-02T23:39:53;52;2010-01-02T23:47:56
1451;0;0;2010-01-03T00:16:50;154;2010-01-03T00:19:16
123;2;36;2010-01-03T00:25:53;126;2010-01-03T01:52:42
90;1000001;89;2010-01-03T00:29:36;36;2010-01-03T02:41:44
1883;1;15;2010-01-03T00:37:59;167;2010-01-03T01:22:17
50;0;64;2010-01-03T00:47:10;22;2010-01-03T01:25:27
407;1;2;2010-01-03T01:33:13;125;2010-01-03T02:29:54
1816;0;164;2010-01-03T01:36:34;167;2010-01-03T02:05:38
1068;2;156;2010-01-03T01:54:51;80;2010-01-03T02:23:35
1367;0;104;2010-01-03T02:14:34;78;2010-01-03T02:51:42
1263;1;131;2010-01-03T02:34:50;136;2010-01-03T02:54:39
1019;0;166;2010-01-03T03:15:38;112;2010-01-03T04:02:03
1232;1000002;15;2010-01-03T03:23:36;76;2010-01-03T03:49:58
1309;1;159;2010-01-03T03:25:16;99;2010-01-03T03:52:26
512;1000001;119;2010-01-03T03:32:00;38;2010-01-03T03:56:46
1885;2;29;2010-01-03T03:37:35;97;2010-01-03T03:40:11
793;2;99;2010-01-03T04:04:36;148;2010-01-03T04:31:34
1550;1;52;2010-01-03T04:13:56;42;2010-01-03T04:22:09
1364;0;98;2010-01-03T04:36:15;169;2010-01-03T04:39:00
764;1000002;18;2010-01-03T05:04:33;68;2010-01-03T05:20:22
333;1;71;2010-01-03T05:07:40;140;2010-01-03T05:46:31
1468;0;57;2010-01-03T05:16:07;64;2010-01-03T05:27:14
154;0;108;2010-01-03T05:33:08;154;2010-01-03T05:51:39
898;2;46;2010-01-03T05:42:27;36;2010-01-03T06:08:23
280;3;17;2010-01-03T05:54:49;19;2010-01-03T06:01:13
1189;1;103;2010-01-03T06:05:35;3;2010-01-03T06:13:22
1775;2;76;2010-01-03T06:21:52;142;2010-01-03T06:47:10
1760;3;35;2010-01-03T06:28:26;120;2010-01-03T06:37:01
1982;0;137;2010-01-03T06:33:19;1;2010-01-03T06:39:00
73;0;61;2010-01-03T07:02:17;177;2010-01-03T07:05:23
336;0;75;2010-01-03T07:11:06;119;2010-01-03T07:20:18
44;2;46;2010-01-03T07:26:45;144;2010-01-03T07:34:29
226;1000002;86;2010-01-03T07:48:12;31;2010-01-03T08:15:00
1742;2;172;2010-01-03T07:50:18;70;2010-01-03T08:26:05
170;3;42;2010-01-03T07:57:56;133;2010-01-03T08:06:58
93;0;118;2010-01-03T08:02:47;98;2010-01-03T08:21:14
1349;1000002;157;2010-01-03T08:35:51;153;2010-01-03T08:39:12
1433;1;101;2010-01-03T08:48:27;114;2010-01-03T09:07:32
1172;3;76;2010-01-03T08:52:10;57;2010-01-03T08:58:49
63;1;154;2010-01-03T09:16:29;107;2010-01-03T09:25:35
553;1;139;2010-01-03T09:34:48;69;2010-01-03T09:54:51
20;0;87;2010-01-03T09:44:47;81;2010-01-03T10:03:04
724;2;128;2010-01-03T09:48:53;27;2010-01-03T10:24:21
1714;1000002;74;2010-01-03T10:09:26;149;2010-01-03T10:38:56
1279;0;142;2010-01-03T10:16:04;87;2010-01-03T10:28:29
1579;0;166;2010-01-03T10:34:11;28;2010-01-03T11:38:45
736;1;99;2010-01-03T10:47:09;14;2010-01-03T10:55:41
755;3;70;2010-01-03T11:03:17;125;2010-01-03T11:16:19
1001;1;123;2010-01-03T11:07:26;54;2010-01-03T11:20:32
599;2;48;2010-01-03T11:23:43;83;2010-01-03T11:32:04
1659;1;145;2010-01-03T11:28:35;13;2010-01-03T11:43:54
25;2;63;2010-01-03T11:40:48;46;2010-01-03T12:47:59
468;0;11;2010-01-03T11:49:29;143;2010-01-03T11:53:57
1371;1000002;96;2010-01-03T11:59:22;155;2010-01-03T12:01:43
1808;3;101;2010-01-03T12:10:08;107;2010-01-03T12:36:50
1240;1;118;2010-01-03T12:15:48;139;2010-01-03T12:22:04
826;0;171;2010-01-03T12:26:18;36;2010-01-03T12:29:43
905;1;51;2010-01-03T12:41:42;12;2010-01-03T12:44:19
1997;1;140;2010-01-03T13:09:47;92;2010-01-03T13:17:08
598;3;5;2010-01-03T13:23:31;153;2010-01-03T13:54:57
202;1000002;135;2010-01-03T13:30:36;135;2010-01-03T14:11:55
1001;2;54;2010-01-03T13:36:27;26;2010-01-03T13:46:37
341;1;48;2010-01-03T13:39:04;160;2010-01-03T14:00:46
1203;3;91;2010-01-03T14:02:54;164;2010-01-03T14:09:53
611;0;58;2010-01-03T14:15:23;51;2010-01-03T14:21:05
1848;3;26;2010-01-03T14:33:59;3;2010-01-03T14:36:15
1260;1;54;2010-01-03T14:43:25;126;2010-01-03T14:49:50
1964;3;133;2010-01-03T14:53:10;96;2010-01-03T14:55:12
1969;1;28;2010-01-03T14:59:20;97;2010-01-03T15:16:50
1155;0;124;2010-01-03T15:04:16;105;2010-01-03T15:34:09
1782;2;13;2010-01-03T15:07:11;50;2010-01-03T16:06:30
596;3;124;2010-01-03T15:18:31;160;2010-01-03T15:57:47
1176;1000002;104;2010-01-03T15:26:06;163;2010-01-03T16:23:43
121;0;60;2010-01-03T15:38:31;80;2010-01-03T15:47:56
1777;0;95;2010-01-03T16:12:41;95;2010-01-03T16:15:18
1585;1;143;2010-01-03T16:33:37;137;2010-01-03T16:37:35
1517;3;120;2010-01-03T16:39:32;48;2010-01-03T16:51:58
11;0;135;2010-01-03T16:42:19;102;2010-01-03T17:01:41
191;2;134;2010-01-03T17:12:28;117;2010-01-03T17:49:24
867;1000002;36;2010-01-03T17:16:02;164;2010-01-03T17:22:22
397;1000002;30;2010-01-03T17:30:59;125;2010-01-03T17:57:52
1399;3;128;2010-01-03T17:33:17;135;2010-01-03T17:45:34
965;0;63;2010-01-03T17:36:01;168;2010-01-03T17:53:15
1412;2;164;2010-01-03T18:03:09;75;2010-01-03T18:06:22
1731;4;10;2010-01-03T18:18:02;19;2010-01-03T18:27:23
1280;4;104;2010-01-03T18:42:24;8;2010-01-03T18:44:14
941;2;90;2010-01-03T18:46:37;88;2010-01-03T18:56:22
1707;4;167;2010-01-03T18:48:53;43;2010-01-03T18:58:50
742;3;157;2010-01-03T19:03:25;168;2010-01-03T19:52:27
182;4;165;2010-01-03T19:10:21;72;2010-01-03T19:25:12
561;0;143;2010-01-03T19:15:13;100;2010-01-03T19:40:32
1465;4;26;2010-01-03T19:32:53;85;2010-01-03T19:43:00
676;1;85;2010-01-03T19:57:20;24;2010-01-03T20:16:46
384;1000002;148;2010-01-03T20:06:14;146;2010-01-03T20:11:14
1570;2;91;2010-01-03T20:26:03;137;2010-01-03T20:38:27
1349;1;153;2010-01-03T20:35:29;128;2010-01-03T20:40:24
755;4;125;2010-01-03T20:48:38;142;2010-01-04T00:32:06
1299;3;60;2010-01-03T20:57:41;34;2010-01-03T21:21:21
738;1;48;2010-01-03T21:03:33;169;2010-01-04T02:11:50
835;0;6;2010-01-03T21:08:07;174;2010-01-03T23:38:59
1168;1000002;136;2010-01-03T21:17:26;79;2010-01-03T22:55:48
265;1000003;67;2010-01-03T21:28:24;96;2010-01-03T21:59:43
1714;2;149;2010-01-03T21:35:17;95;2010-01-03T23:22:59
1635;3;53;2010-01-03T21:38:50;68;2010-01-03T23:09:58
576;1000003;97;2010-01-03T22:05:31;23;2010-01-03T22:24:54
820;1000003;49;2010-01-03T22:32:32;50;2010-01-04T00:22:15
1164;1000002;132;2010-01-03T23:00:41;78;2010-01-03T23:57:01
879;3;3;2010-01-03T23:18:55;53;2010-01-04T00:11:20
933;2;54;2010-01-03T23:32:26;92;2010-01-04T00:05:22
998;0;40;2010-01-03T23:47:49;53;2010-01-04T01:19:19
380;2;20;2010-01-04T00:13:31;110;2010-01-04T00:29:14
836;3;106;2010-01-04T00:40:43;36;2010-01-04T01:53:56
854;2;35;2010-01-04T00:45:16;13;2010-01-04T01:57:30
354;1000002;141;2010-01-04T00:54:03;169;2010-01-04T03:50:18
1521;1000003;25;2010-01-04T00:59:26;160;2010-01-04T01:17:12
862;4;117;2010-01-04T01:09:16;116;2010-01-04T02:25:33
833;1000003;155;2010-01-04T01:21:08;148;2010-01-04T01:35:32
1791;0;77;2010-01-04T01:24:35;144;2010-01-04T02:59:12
1693;1000003;93;2010-01-04T01:42:08;142;2010-01-04T03:09:21
1141;2;147;2010-01-04T02:07:13;79;2010-01-04T03:02:15
1303;1;170;2010-01-04T02:20:42;178;2010-01-04T03:18:24
1211;3;93;2010-01-04T02:32:53;59;2010-01-04T02:51:46
493;4;111;2010-01-04T02:42:44;103;2010-01-04T05:18:11
209;3;76;2010-01-04T02:55:15;168;2010-01-04T03:34:20
1692;0;30;2010-01-04T03:21:49;48;2010-01-04T03:28:56
1090;1000003;111;2010-01-04T03:32:16;54;2010-01-04T05:00:36
732;0;147;2010-01-04T03:36:27;34;2010-01-04T04:50:58
1349;3;128;2010-01-04T03:42:16;177;2010-01-04T07:02:38
1499;1;32;2010-01-04T03:46:08;130;2010-01-04T09:05:16
81;2;24;2010-01-04T03:54:36;97;2010-01-04T04:06:23
755;2;142;2010-01-04T04:09:04;160;2010-01-04T04:25:30
1061;2;82;2010-01-04T04:34:22;117;2010-01-04T07:18:32
1573;0;53;2010-01-04T04:54:50;30;2010-01-04T06:30:21
1151;1000003;63;2010-01-04T05:04:11;57;2010-01-04T05:06:55
365;1000003;108;2010-01-04T05:12:07;107;2010-01-04T06:22:07
151;4;140;2010-01-04T05:25:32;74;2010-01-04T10:40:08
1634;1000004;117;2010-01-04T05:43:51;91;2010-01-04T11:08:13
206;5;104;2010-01-04T06:38:48;68;2010-01-04T08:31:10
780;1000003;2;2010-01-04T06:41:37;139;2010-01-04T08:43:01
1365;0;124;2010-01-04T06:51:29;7;2010-01-04T07:28:19
567;3;16;2010-01-04T07:08:54;116;2010-01-04T07:55:01
716;2;112;2010-01-04T07:20:55;44;2010-01-04T08:35:52
245;0;122;2010-01-04T07:37:58;136;2010-01-04T08:08:10
1144;3;46;2010-01-04T08:01:20;136;2010-01-04T09:12:29
1389;0;136;2010-01-04T08:18:08;7;2010-01-04T10:18:15
1707;5;43;2010-01-04T08:41:00;6;2010-01-04T11:56:10
1002;2;107;2010-01-04T08:49:39;41;2010-01-04T08:58:39
1061;1000003;117;2010-01-04T08:52:17;154;2010-01-04T09:31:56
132;2;67;2010-01-04T09:00:40;177;2010-01-04T10:22:28
1218;1;28;2010-01-04T09:07:45;38;2010-01-04T09:47:21
450;3;64;2010-01-04T09:22:17;23;2010-01-04T10:00:32
348;1000003;117;2010-01-04T09:38:49;152;2010-01-04T10:46:47
1531;1;81;2010-01-04T09:52:47;92;2010-01-04T10:15:08
1269;3;25;2010-01-04T10:08:20;71;2010-01-04T10:51:10
830;0;63;2010-01-04T10:29:02;94;2010-01-04T10:31:52
1237;1000003;5;2010-01-04T10:58:25;84;2010-01-04T11:00:43
1542;3;105;2010-01-04T11:15:35;102;2010-01-04T11:25:37
772;2;79;2010-01-04T11:18:59;58;2010-01-04T11:31:13
1502;4;147;2010-01-04T11:37:11;43;2010-01-04T15:48:20
1251;1000004;47;2010-01-04T11:40:01;161;2010-01-04T11:49:02
59;1000004;65;2010-01-04T12:06:03;80;2010-01-04T13:58:21
1863;5;19;2010-01-04T12:15:37;59;2010-01-04T12:20:50
1594;1000003;173;2010-01-04T12:24:53;103;2010-01-04T13:48:43
1497;0;28;2010-01-04T12:34:40;161;2010-01-04T12:39:10
722;2;37;2010-01-04T12:48:46;93;2010-01-04T13:23:16
1354;3;122;2010-01-04T12:50:30;157;2010-01-04T13:33:58
263;0;123;2010-01-04T12:53:45;84;2010-01-04T13:09:56
1424;5;126;2010-01-04T13:01:46;163;2010-01-04T13:39:54
826;1;36;2010-01-04T13:06:36;76;2010-01-04T13:19:53
1323;1;20;2010-01-04T13:31:26;175;2010-01-04T14:10:07
814;2;48;2010-01-04T14:00:31;132;2010-01-04T14:51:48
1025;1000003;29;2010-01-04T14:07:28;158;2010-01-04T14:23:32
195;1;147;2010-01-04T14:15:22;52;2010-01-04T16:35:34
42;0;89;2010-01-04T14:29:50;37;2010-01-04T17:32:20
438;5;78;2010-01-04T14:38:13;152;2010-01-04T18:03:23
1544;1000003;71;2010-01-04T14:47:27;100;2010-01-04T17:05:39
276;1000004;0;2010-01-04T14:49:37;2;2010-01-04T15:58:17
752;2;111;2010-01-04T14:55:58;77;2010-01-04T17:48:05
899;3;18;2010-01-04T14:57:39;178;2010-01-04T15:18:59
1193;3;98;2010-01-04T15:25:20;119;2010-01-04T17:29:05
1130;4;154;2010-01-04T15:53:07;31;2010-01-04T20:27:49
134;1000004;167;2010-01-04T16:01:38;157;2010-01-04T16:21:27
427;1000004;142;2010-01-04T16:27:24;115;2010-01-04T17:43:07
497;1;69;2010-01-04T16:44:51;65;2010-01-04T17:37:42
1597;1000003;173;2010-01-04T17:14:32;57;2010-01-04T19:21:18
826;2;76;2010-01-04T17:56:28;126;2010-01-04T20:04:37
591;3;113;2010-01-04T18:08:12;140;2010-01-04T18:15:26
1588;1000004;166;2010-01-04T18:25:13;58;2010-01-04T19:24:08
1447;1;37;2010-01-04T18:29:36;14;2010-01-04T20:12:04
751;5;147;2010-01-04T18:36:27;135;2010-01-04T19:27:57
367;0;124;2010-01-04T18:42:11;44;2010-01-04T19:37:41
386;3;173;2010-01-04T18:46:02;134;2010-01-04T18:58:19
1734;3;83;2010-01-04T19:05:03;17;2010-01-04T19:18:40
271;1000003;56;2010-01-04T19:47:37;99;2010-01-04T19:54:38
37;0;171;2010-01-04T20:19:39;11;2010-01-04T20:49:29
128;1000004;40;2010-01-04T20:35:12;139;2010-01-04T22:09:28
1440;6;86;2010-01-04T20:41:42;79;2010-01-04T21:39:37
1933;1000003;15;2010-01-04T20:43:46;15;2010-01-04T21:42:30
341;2;160;2010-01-04T20:59:10;160;2010-01-04T21:19:58
810;4;32;2010-01-04T21:06:02;130;2010-01-04T21:25:11
955;0;78;2010-01-04T21:08:39;5;2010-01-04T21:15:15
1942;0;90;2010-01-04T21:31:11;63;2010-01-04T22:36:48
1628;1000003;168;2010-01-04T21:46:00;1;2010-01-04T21:54:28
895;3;138;2010-01-04T21:50:55;71;2010-01-04T22:27:45
1157;5;69;2010-01-04T22:03:31;28;2010-01-04T22:16:52
347;1000004;162;2010-01-04T22:19:42;35;2010-01-04T22:46:11
1527;1000003;13;2010-01-04T22:58:12;118;2010-01-04T23:14:04
1150;1000005;153;2010-01-04T23:07:21;50;2010-01-04T23:36:17
1787;3;48;2010-01-04T23:09:43;166;2010-01-04T23:29:53
1653;6;178;2010-01-04T23:20:48;24;2010-01-04T23:42:26
622;4;99;2010-01-04T23:56:04;14;2010-01-04T23:58:25
1332;5;104;2010-01-05T00:28:41;91;2010-01-05T00:35:13
1487;0;63;2010-01-05T00:39:45;69;2010-01-05T01:06:47
73;3;177;2010-01-05T00:47:14;62;2010-01-05T00:56:55
1690;5;26;2010-01-05T00:50:42;156;2010-01-05T01:01:38
253;1;64;2010-01-05T01:17:52;142;2010-01-05T01:24:47
1889;5;13;2010-01-05T01:21:40;115;2010-01-05T02:05:04
904;0;57;2010-01-05T01:29:47;174;2010-01-05T01:57:49
397;6;125;2010-01-05T01:35:27;144;2010-01-05T02:14:15
485;1000005;39;2010-01-05T01:42:19;76;2010-01-05T02:24:06
1575;2;62;2010-01-05T01:46:19;108;2010-01-05T02:57:29
1890;1;11;2010-01-05T01:54:27;101;2010-01-05T04:51:48
1990;3;146;2010-01-05T02:32:21;82;2010-01-05T04:41:37
943;6;32;2010-01-05T02:38:56;22;2010-01-05T06:32:13
1619;4;130;2010-01-05T02:43:22;40;2010-01-05T05:31:35
1582;1000004;165;2010-01-05T02:50:23;119;2010-01-05T03:07:32
179;5;147;2010-01-05T02:59:36;152;2010-01-05T03:43:21
1945;2;139;2010-01-05T03:09:27;112;2010-01-05T04:19:35
695;1000003;113;2010-01-05T03:13:51;29;2010-01-05T03:33:14
1614;0;177;2010-01-05T03:20:56;157;2010-01-05T05:54:27
854;1000005;13;2010-01-05T03:26:34;80;2010-01-05T04:28:27
465;1000004;70;2010-01-05T03:38:41;79;2010-01-05T05:40:23
283;1000003;108;2010-01-05T03:49:58;124;2010-01-05T06:50:29
1750;5;116;2010-01-05T03:56:21;154;2010-01-05T04:46:17
